Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
3BHC,"4,180,000","4,886.86",855,Sep-24,BRIGHT HILL CRESCENT,Resale,Strata,454,"9,207",-,Semi-Detached House,1,Freehold,20,Rest of Central Region,-
THE SPRINGFIELD,"2,200,000","2,325.02",946,Sep-24,CHEMPAKA KUNING LINK,Resale,Strata,216,"10,185",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
KEW GATE,"2,330,000","2,830.93",823,Aug-24,LIMAU GARDEN,Resale,Strata,263,"8,859",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,150,000","5,930.96",700,Aug-24,TOH CRESCENT,Resale,Strata,551,"7,532",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
WATER VILLAS,"3,450,000","3,864.28",893,Aug-24,KOVAN ROAD,Resale,Strata,359,"9,610",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
KEW RESIDENCIA,"1,840,000","2,217.38",830,Aug-24,KEW CRESCENT,Resale,Strata,206,"8,932",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,780,000","3,132.32","1,207",Aug-24,PASIR PANJANG HILL,Resale,Strata,291,"12,990",-,Terrace House,1,Freehold,05,Rest of Central Region,-
HILLSGROVE,"3,800,000","4,542.41",837,Aug-24,HILLSIDE DRIVE,Resale,Strata,422,"9,005",-,Semi-Detached House,1,999 yrs lease commencing from 1878,19,Outside Central Region,-
HILLCREST VILLA,"4,058,000","3,153.85","1,287",Aug-24,HILLCREST ROAD,Resale,Strata,293,"13,850",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
ONE SURIN,"3,780,000","4,090.32",924,Aug-24,SURIN AVENUE,Resale,Strata,380,"9,947",-,Terrace House,1,Freehold,19,Outside Central Region,-
THE VISION,"3,600,000","5,005.26",719,Aug-24,WEST COAST CRESCENT,Resale,Strata,465,"7,742",-,Terrace House,1,99 yrs lease commencing from 2008,05,Outside Central Region,-
MIMOSA PARK,"3,000,000","2,906.28","1,032",Aug-24,MIMOSA ROAD,Resale,Strata,270,"11,111",-,Terrace House,1,Freehold,28,Outside Central Region,-
BARKER 9,"5,350,000","4,639.28","1,153",Aug-24,BARKER ROAD,Resale,Strata,431,"12,413",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
KEW GATE,"2,300,000","2,249.68","1,022",Aug-24,LIMAU GARDEN,Resale,Strata,209,"11,005",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
THE VISION,"3,528,888","4,962.2",711,Aug-24,WEST COAST CRESCENT,Resale,Strata,461,"7,655",-,Terrace House,1,99 yrs lease commencing from 2008,05,Outside Central Region,-
HORIZON GARDENS,"2,428,888","2,873.99",845,Aug-24,ANG MO KIO AVENUE 2,Resale,Strata,267,"9,097",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
SPRINGHILL,"2,275,000","3,013.92",755,Aug-24,SEMBAWANG WALK,Resale,Strata,280,"8,125",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
PARKWOOD COLLECTION,"4,088,000","4,510.12",906,Aug-24,LORONG 1 REALTY PARK,Resale,Strata,419,"9,757",-,Semi-Detached House,1,99 yrs lease commencing from 2017,19,Outside Central Region,-
CHARLTON 18,"3,280,000","3,390.66",967,Aug-24,CHARLTON LANE,Resale,Strata,315,"10,413",-,Terrace House,1,Freehold,19,Outside Central Region,-
BARKER VILLE,"3,420,000","3,864.28",885,Aug-24,BARKER ROAD,Resale,Strata,359,"9,526",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
CABANA,"2,690,000","2,917.04",922,Aug-24,SUNRISE TERRACE,Resale,Strata,271,"9,926",-,Terrace House,1,103 yrs lease commencing from 2009,28,Outside Central Region,-
HILLCREST VILLA,"4,100,000","3,089.27","1,327",Aug-24,HILLCREST ROAD,Resale,Strata,287,"14,286",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
ATELIER VILLAS,"3,280,000","3,239.96","1,012",Aug-24,YIO CHU KANG DRIVE,Resale,Strata,301,"10,897",-,Terrace House,1,Freehold,26,Outside Central Region,-
THE ARECA,"2,510,000","2,518.78",997,Aug-24,BUNGA RAMPAI PLACE,Resale,Strata,234,"10,726",-,Terrace House,1,99 yrs lease commencing from 2000,19,Rest of Central Region,-
GILSTEAD BROOKS,"3,950,000","2,992.39","1,320",Aug-24,GILSTEAD ROAD,Resale,Strata,278,"14,209",-,Terrace House,1,Freehold,11,Core Central Region,01 to 05
ESTRIVILLAS,"4,280,000","4,154.9","1,030",Aug-24,JALAN LIM TAI SEE,Resale,Strata,386,"11,088",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
ESTE VILLA,"3,280,000","3,412.19",961,Aug-24,NIM ROAD,Resale,Strata,317,"10,347",-,Terrace House,1,Freehold,28,Outside Central Region,-
ESTE VILLA,"3,350,000","3,422.95",979,Aug-24,NIM ROAD,Resale,Strata,318,"10,535",-,Terrace House,1,Freehold,28,Outside Central Region,-
SUNGROVE,"3,690,000","8,363.63",441,Aug-24,WEST COAST GROVE,Resale,Strata,777,"4,749",-,Semi-Detached House,1,99 yrs lease commencing from 1994,05,Outside Central Region,-
POETS VILLAS,"3,000,888","3,649",822,Aug-24,TAGORE AVENUE,Resale,Strata,339,"8,852",-,Semi-Detached House,1,99 yrs lease commencing from 2010,26,Outside Central Region,-
THE SPRINGFIELD,"2,150,000","2,378.84",904,Aug-24,CHEMPAKA KUNING LINK,Resale,Strata,221,"9,729",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
KEW GATE,"2,240,888","2,820.17",795,Jul-24,LIMAU GARDEN,Resale,Strata,262,"8,553",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
THE TENERIFFE,"3,450,000","3,121.56","1,105",Jul-24,LAUREL WOOD AVENUE,Resale,Strata,290,"11,897",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
CHARLTON 18,"3,600,000","3,670.52",981,Jul-24,CHARLTON LANE,Resale,Strata,341,"10,557",-,Terrace House,1,Freehold,19,Outside Central Region,-
HILLCREST VILLA,"3,950,000","3,100.03","1,274",Jul-24,HILLCREST ROAD,Resale,Strata,288,"13,715",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
HORIZON GARDENS,"2,738,000","2,927.81",935,Jul-24,ANG MO KIO AVENUE 2,Resale,Strata,272,"10,066",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
SUMMER VILLAS,"3,219,888","3,702.82",870,Jul-24,GERALD DRIVE,Resale,Strata,344,"9,360",-,Terrace House,1,Freehold,28,Outside Central Region,01 to 05
D'MANOR,"2,436,888","2,723.29",895,Jul-24,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,632",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
LORNIE 18,"6,800,000","4,929.91","1,379",Jul-24,LORNIE ROAD,Resale,Strata,458,"14,847",-,Detached House,1,Freehold,11,Core Central Region,-
POETS VILLAS,"3,060,000","3,649",839,Jul-24,TAGORE AVENUE,Resale,Strata,339,"9,027",-,Semi-Detached House,1,99 yrs lease commencing from 2010,26,Outside Central Region,-
MILFORD VILLAS,"2,950,000","2,594.12","1,137",Jul-24,LORONG SELANGAT,Resale,Strata,241,"12,241",-,Terrace House,1,Freehold,13,Outside Central Region,-
CHARLTON 18,"3,408,888","3,390.66","1,005",Jul-24,CHARLTON LANE,Resale,Strata,315,"10,822",-,Terrace House,1,Freehold,19,Outside Central Region,-
HILLCREST VILLA,"4,120,000","3,089.27","1,334",Jul-24,HILLCREST ROAD,Resale,Strata,287,"14,355",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
THOMSON THREE,"3,700,000","3,293.78","1,123",Jul-24,BRIGHT HILL DRIVE,Resale,Strata,306,"12,092",-,Semi-Detached House,1,99 yrs lease commencing from 2012,20,Rest of Central Region,-
THE WOODS,"2,388,000","4,004.21",596,Jul-24,WESTWOOD AVENUE,Resale,Strata,372,"6,419",-,Terrace House,1,99 yrs lease commencing from 2010,22,Outside Central Region,-
NORTHSHORE BUNGALOWS,"4,250,000","9,429.26",451,Jul-24,PONGGOL SEVENTEENTH AVENUE,Resale,Strata,876,"4,852",-,Detached House,1,Freehold,19,Outside Central Region,-
ELEVEN @ HOLLAND,"3,780,000","4,154.9",910,Jul-24,HOLLAND LINK,Resale,Strata,386,"9,793",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
BELGRAVIA VILLAS,"3,730,000","3,584.41","1,041",Jul-24,BELGRAVIA DRIVE,Resale,Strata,333,"11,201",-,Terrace House,1,Freehold,28,Outside Central Region,-
D'MANOR,"2,400,000","2,723.29",881,Jul-24,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,486",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
KEW GATE,"2,180,000","2,260.44",964,Jul-24,LIMAU GARDEN,Resale,Strata,210,"10,381",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
BELGRAVIA GREEN,"4,128,000","3,638.23","1,135",Jul-24,BELGRAVIA DRIVE,Resale,Strata,338,"12,213",-,Terrace House,1,Freehold,28,Outside Central Region,-
SEVEN CRESCENT,"5,000,000","4,617.76","1,083",Jul-24,CRESCENT ROAD,Resale,Strata,429,"11,655",-,Detached House,1,Freehold,15,Rest of Central Region,-
MONT TIMAH,"3,750,000","4,413.24",850,Jul-24,BUKIT WAY,Resale,Strata,410,"9,146",-,Terrace House,1,99 yrs lease commencing from 2004,21,Outside Central Region,-
SPRINGHILL,"2,330,000","2,906.28",802,Jul-24,SEMBAWANG WALK,Resale,Strata,270,"8,630",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
MILFORD VILLAS,"3,150,000","2,572.6","1,224",Jul-24,LORONG SELANGAT,Resale,Strata,239,"13,180",-,Terrace House,1,Freehold,13,Outside Central Region,-
LYNNSVILLE 331,"2,500,000","3,455.24",724,Jul-24,PASIR PANJANG ROAD,Resale,Strata,321,"7,788",-,Terrace House,1,Freehold,05,Rest of Central Region,-
D'ELIAS,"3,200,000","4,208.72",760,Jul-24,ELIAS TERRACE,Resale,Strata,391,"8,184",-,Semi-Detached House,1,999 yrs lease commencing from 1881,18,Outside Central Region,-
HILLCREST VILLA,"4,000,000","3,153.85","1,268",Jun-24,HILLCREST ROAD,Resale,Strata,293,"13,652",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
D' KENARIS,"2,888,888","3,293.78",877,Jun-24,JALAN KENARAH,Resale,Strata,306,"9,441",-,Semi-Detached House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
ELEVEN @ HOLLAND,"3,600,000","4,273.31",842,Jun-24,HOLLAND LINK,Resale,Strata,397,"9,068",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
WEST PARK REGENCY,"2,398,988","1,905.23","1,259",Jun-24,PASIR PANJANG ROAD,Resale,Strata,177,"13,554",-,Terrace House,1,Freehold,05,Rest of Central Region,-
WHITLEY VILLAS,"3,850,000","3,024.68","1,273",Jun-24,WHITLEY ROAD,Resale,Strata,281,"13,701",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
HORIZON GARDENS,"2,770,000","3,013.92",919,Jun-24,ANG MO KIO AVENUE 2,Resale,Strata,280,"9,893",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
ESTRIVILLAS,"4,350,000","4,359.42",998,Jun-24,JALAN LIM TAI SEE,Resale,Strata,405,"10,741",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
THE SPRINGFIELD,"2,000,000","2,400.37",833,Jun-24,CHEMPAKA KUNING LINK,Resale,Strata,223,"8,969",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
MONT TIMAH,"3,800,000","4,413.24",861,Jun-24,BUKIT WAY,Resale,Strata,410,"9,268",-,Terrace House,1,99 yrs lease commencing from 2004,21,Outside Central Region,-
BINJAI CREST,"2,780,000","3,369.13",825,Jun-24,JALAN KAMPONG CHANTEK,Resale,Strata,313,"8,882",-,Terrace House,1,99 yrs lease commencing from 1996,21,Rest of Central Region,-
THE ARECA,"2,480,000","2,454.19","1,011",Jun-24,BUNGA RAMPAI PLACE,Resale,Strata,228,"10,877",-,Terrace House,1,99 yrs lease commencing from 2000,19,Rest of Central Region,-
SUMMER GARDENS,"2,580,000","3,024.68",853,Jun-24,UPPER CHANGI ROAD EAST,Resale,Strata,281,"9,181",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
THE MORRIS RESIDENCES,"3,620,000","4,241.02",854,Jun-24,PAYA LEBAR CRESCENT,Resale,Strata,394,"9,188",-,Terrace House,1,Freehold,19,Outside Central Region,-
CABANA,"2,955,000","2,917.04","1,013",Jun-24,SUNRISE TERRACE,Resale,Strata,271,"10,904",-,Terrace House,1,103 yrs lease commencing from 2009,28,Outside Central Region,-
SPRINGHILL,"2,208,000","2,734.06",808,Jun-24,SEMBAWANG WALK,Resale,Strata,254,"8,693",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
LANDED HOUSING DEVELOPMENT,"2,228,000","1,819.12","1,225",Jun-24,KISMIS PLACE,Resale,Strata,169,"13,183",-,Terrace House,1,99 yrs lease commencing from 1993,21,Rest of Central Region,-
D'MANOR,"2,528,000","2,820.17",896,May-24,TANAH MERAH KECHIL AVENUE,Resale,Strata,262,"9,649",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
MAYFLOWER RESIDENCES,"3,000,000","2,023.63","1,482",May-24,MAYFLOWER AVENUE,Resale,Strata,188,"15,957",-,Terrace House,1,Freehold,20,Outside Central Region,-
THE SHAUGHNESSY,"2,450,000","3,304.55",741,May-24,MILTONIA CLOSE,Resale,Strata,307,"7,980",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
BELGRAVIA VILLAS,"3,638,000","3,584.41","1,015",May-24,BELGRAVIA DRIVE,Resale,Strata,333,"10,925",-,Terrace House,1,Freehold,28,Outside Central Region,-
HILLCREST VILLA,"3,928,000","3,089.27","1,271",May-24,HILLCREST ROAD,Resale,Strata,287,"13,686",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
VENTURA HEIGHTS,"4,000,000","4,660.81",858,May-24,JALAN LIM TAI SEE,Resale,Strata,433,"9,238",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
ESTRIVILLAS,"5,200,000","6,770.56",768,May-24,JALAN LIM TAI SEE,Resale,Strata,629,"8,267",-,Detached House,1,Freehold,10,Core Central Region,-
THE GARDENS AT GERALD,"3,268,000","3,724.34",877,May-24,GERALD DRIVE,Resale,Strata,346,"9,445",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
HORIZON GARDENS,"2,500,000","2,992.39",835,May-24,ANG MO KIO AVENUE 2,Resale,Strata,278,"8,993",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
ARCHIPELAGO,"3,570,000","4,402.48",811,May-24,BEDOK RESERVOIR ROAD,Resale,Strata,409,"8,729",-,Semi-Detached House,1,99 yrs lease commencing from 2011,16,Outside Central Region,-
VERDANA VILLAS,"3,900,000","4,628.52",843,May-24,GRACE WALK,Resale,Strata,430,"9,070",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
KEW GATE,"2,200,000","2,830.93",777,May-24,LIMAU GARDEN,Resale,Strata,263,"8,365",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
KALEIDO,"3,360,000","3,110.8","1,080",May-24,LORONG K TELOK KURAU,Resale,Strata,289,"11,626",-,Terrace House,1,Freehold,15,Outside Central Region,-
SIGLAP HILL 33,"3,450,000","3,993.44",864,May-24,SIGLAP HILL,Resale,Strata,371,"9,299",-,Detached House,1,Freehold,15,Outside Central Region,-
HORIZON GARDENS,"2,838,000","3,056.98",928,May-24,ANG MO KIO AVENUE 2,Resale,Strata,284,"9,993",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
SUMMER GARDENS,"2,368,000","3,024.68",783,May-24,UPPER CHANGI ROAD EAST,Resale,Strata,281,"8,427",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
SPRINGHILL,"2,320,000","3,132.32",741,May-24,SEMBAWANG WALK,Resale,Strata,291,"7,973",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
LORNIE 18,"6,280,000","4,391.71","1,430",May-24,LORNIE ROAD,Resale,Strata,408,"15,392",-,Detached House,1,Freehold,11,Core Central Region,-
VERDANA VILLAS,"3,680,000","4,359.42",844,May-24,GRACE WALK,Resale,Strata,405,"9,086",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
BELGRAVIA GREEN,"3,950,000","3,422.95","1,154",May-24,BELGRAVIA DRIVE,Resale,Strata,318,"12,421",-,Terrace House,1,Freehold,28,Outside Central Region,-
KEW GATE,"2,010,000","2,314.26",869,Apr-24,LIMAU GARDEN,Resale,Strata,215,"9,349",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
D'MANOR,"2,430,000","2,723.29",892,Apr-24,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,605",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
WATERCOVE,"3,586,000","3,466.01","1,035",Apr-24,WAK HASSAN DRIVE,Resale,Strata,322,"11,137",-,Terrace House,1,Freehold,27,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,688,888","2,034.4","1,322",Apr-24,UPPER EAST COAST ROAD,Resale,Strata,189,"14,227",-,Terrace House,1,Freehold,16,Outside Central Region,-
VILLAS @ GILSTEAD,"4,620,000","7,168.82",644,Apr-24,GILSTEAD ROAD,Resale,Strata,666,"6,937",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
HORIZON GARDENS,"2,550,000","2,992.39",852,Apr-24,ANG MO KIO AVENUE 2,Resale,Strata,278,"9,173",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
PARKWOOD COLLECTION,"4,500,000","4,510.12",998,Apr-24,LORONG 1 REALTY PARK,Resale,Strata,419,"10,740",-,Semi-Detached House,1,99 yrs lease commencing from 2017,19,Outside Central Region,-
LA BELLE,"3,000,000","2,572.6","1,166",Apr-24,RECREATION LANE,Resale,Strata,239,"12,552",-,Terrace House,1,Freehold,19,Outside Central Region,-
KALEIDO,"3,445,000","3,455.24",997,Apr-24,LORONG K TELOK KURAU,Resale,Strata,321,"10,732",-,Terrace House,1,Freehold,15,Outside Central Region,-
SPRINGHILL,"2,250,000","3,089.27",728,Apr-24,SEMBAWANG WALK,Resale,Strata,287,"7,840",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
LOYANG COURT,"1,840,000","1,915.99",960,Apr-24,JALAN LOYANG BESAR,Resale,Strata,178,"10,337",-,Terrace House,1,99 yrs lease commencing from 1994,17,Outside Central Region,-
THE TENERIFFE,"3,500,000","3,110.8","1,125",Apr-24,LAUREL WOOD AVENUE,Resale,Strata,289,"12,111",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
VILLAS @ GILSTEAD,"4,000,000","4,014.97",996,Apr-24,GILSTEAD ROAD,Resale,Strata,373,"10,724",-,Terrace House,1,Freehold,11,Core Central Region,-
ORCHID VILLAGE,"6,550,000","4,811.51","1,361",Apr-24,VANDA CRESCENT,Resale,Strata,447,"14,653",-,Detached House,1,Freehold,11,Core Central Region,-
HILLCREST VILLA,"3,980,000","3,153.85","1,262",Apr-24,HILLCREST ROAD,Resale,Strata,293,"13,584",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
TERESA VILLAS,"4,700,000","7,620.91",617,Apr-24,BUKIT TERESA ROAD,Resale,Strata,708,"6,638",-,Detached House,1,Freehold,04,Rest of Central Region,-
HORIZON GARDENS,"2,860,000","3,218.44",889,Apr-24,ANG MO KIO AVENUE 2,Resale,Strata,299,"9,565",-,Terrace House,1,99 yrs lease commencing from 1995,20,Outside Central Region,-
LYNWOOD EIGHT,"3,880,000","5,209.78",745,Apr-24,LYNWOOD GROVE,Resale,Strata,484,"8,017",-,Detached House,1,Freehold,13,Outside Central Region,-
THE SPRINGFIELD,"2,140,000","2,529.54",846,Apr-24,CHEMPAKA KUNING LINK,Resale,Strata,235,"9,106",-,Terrace House,1,99 yrs lease commencing from 1995,16,Outside Central Region,-
THE SHAUGHNESSY,"2,450,000","3,412.19",718,Mar-24,MILTONIA CLOSE,Resale,Strata,317,"7,729",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
ESTE VILLA,"3,178,888","3,326.08",956,Mar-24,NIM ROAD,Resale,Strata,309,"10,288",-,Terrace House,1,Freehold,28,Outside Central Region,-
THE WHITLEY RESIDENCES,"5,100,000","6,081.66",839,Mar-24,WHITLEY ROAD,Resale,Strata,565,"9,027",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
BELGRAVIA VILLAS,"3,515,000","3,584.41",981,Mar-24,BELGRAVIA DRIVE,Resale,Strata,333,"10,556",-,Terrace House,1,Freehold,28,Outside Central Region,-
KEW RESIDENCIA,"1,900,000","2,518.78",754,Mar-24,KEW CRESCENT,Resale,Strata,234,"8,120",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
EIGHT RIVERSUITES,"2,750,000","2,960.1",929,Mar-24,WHAMPOA EAST,Resale,Strata,275,"10,000",-,Terrace House,1,99 yrs lease commencing from 2011,12,Rest of Central Region,-
CABANA,"2,880,000","2,917.04",987,Mar-24,SUNRISE TERRACE,Resale,Strata,271,"10,627",-,Terrace House,1,103 yrs lease commencing from 2009,28,Outside Central Region,-
BELGRAVIA GREEN,"3,600,000","3,132.32","1,149",Mar-24,BELGRAVIA DRIVE,Resale,Strata,291,"12,371",-,Terrace House,1,Freehold,28,Outside Central Region,-
MILFORD VILLAS,"2,960,000","2,572.6","1,151",Mar-24,LORONG SELANGAT,Resale,Strata,239,"12,385",-,Terrace House,1,Freehold,13,Outside Central Region,-
BELGRAVIA VILLAS,"3,750,000","3,584.41","1,046",Mar-24,BELGRAVIA DRIVE,Resale,Strata,333,"11,261",-,Terrace House,1,Freehold,28,Outside Central Region,-
THE TENERIFFE,"3,500,000","3,175.38","1,102",Mar-24,LAUREL WOOD AVENUE,Resale,Strata,295,"11,864",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
SPRINGHILL,"2,100,000","2,744.82",765,Mar-24,SEMBAWANG WALK,Resale,Strata,255,"8,235",-,Terrace House,1,99 yrs lease commencing from 2002,27,Outside Central Region,01 to 05
THE WOODS,"2,500,000","4,262.54",587,Mar-24,WESTWOOD AVENUE,Resale,Strata,396,"6,313",-,Terrace House,1,99 yrs lease commencing from 2010,22,Outside Central Region,-
ELEVEN @ HOLLAND,"3,810,000","3,810.46","1,000",Mar-24,HOLLAND LINK,Resale,Strata,354,"10,763",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
NAMLY COURT,"4,900,000","2,798.64","1,751",Mar-24,BUKIT TIMAH ROAD,Resale,Strata,260,"18,846",-,Terrace House,1,Freehold,10,Core Central Region,-
ATELIER VILLAS,"2,980,000","3,186.14",935,Mar-24,YIO CHU KANG DRIVE,Resale,Strata,296,"10,068",-,Terrace House,1,Freehold,26,Outside Central Region,-
KEW GATE,"1,850,000","2,249.68",822,Mar-24,LIMAU GARDEN,Resale,Strata,209,"8,852",-,Terrace House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
HILLCREST VILLA,"3,968,000","3,153.85","1,258",Mar-24,HILLCREST ROAD,Resale,Strata,293,"13,543",-,Terrace House,1,99 yrs lease commencing from 2006,11,Core Central Region,-
PARKWOOD COLLECTION,"4,050,000","4,800.74",844,Mar-24,LORONG 1 REALTY PARK,Resale,Strata,446,"9,081",-,Semi-Detached House,1,99 yrs lease commencing from 2017,19,Outside Central Region,-
ELEVEN @ HOLLAND,"3,835,000","3,735.11","1,027",Mar-24,HOLLAND LINK,Resale,Strata,347,"11,052",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
ELEVEN @ HOLLAND,"4,368,000","4,305.6","1,014",Feb-24,HOLLAND LINK,Resale,Strata,400,"10,920",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
BELGRAVIA ACE,"4,750,000","4,058.03","1,171",Feb-24,BELGRAVIA DRIVE,Sub Sale,Strata,377,"12,599",-,Semi-Detached House,1,Freehold,28,Outside Central Region,-
BELGRAVIA VILLAS,"3,480,000","3,584.41",971,Feb-24,BELGRAVIA DRIVE,Resale,Strata,333,"10,450",-,Terrace House,1,Freehold,28,Outside Central Region,-
THE SHAUGHNESSY,"2,488,888","3,304.55",753,Feb-24,MILTONIA CLOSE,Resale,Strata,307,"8,107",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
BRIGHTON CREST,"2,700,000","2,292.73","1,178",Feb-24,BRIGHTON CRESCENT,Resale,Strata,213,"12,676",-,Terrace House,1,Freehold,19,Outside Central Region,-
THE WOODS,"2,300,000","4,004.21",574,Feb-24,WESTWOOD AVENUE,Resale,Strata,372,"6,183",-,Terrace House,1,99 yrs lease commencing from 2010,22,Outside Central Region,-
THE TENERIFFE,"3,520,000","3,164.62","1,112",Feb-24,LAUREL WOOD AVENUE,Resale,Strata,294,"11,973",-,Terrace House,1,99 yrs lease commencing from 1996,10,Core Central Region,-
ELEVEN @ HOLLAND,"3,800,000","3,713.58","1,023",Feb-24,HOLLAND LINK,Resale,Strata,345,"11,014",-,Semi-Detached House,1,99 yrs lease commencing from 2010,10,Core Central Region,01 to 05
DALLA VALE,"3,180,000","3,261.49",975,Feb-24,SPRINGLEAF AVENUE,Resale,Strata,303,"10,495",-,Semi-Detached House,1,Freehold,26,Outside Central Region,-
BELGRAVIA VILLAS,"3,700,000","3,584.41","1,032",Feb-24,BELGRAVIA DRIVE,Resale,Strata,333,"11,111",-,Terrace House,1,Freehold,28,Outside Central Region,-
D'MANOR,"2,455,888","2,723.29",902,Feb-24,TANAH MERAH KECHIL AVENUE,Resale,Strata,253,"9,707",-,Terrace House,1,99 yrs lease commencing from 1997,16,Outside Central Region,-
THE GREENWOOD,"3,530,000","3,013.92","1,171",Feb-24,GREENWOOD AVENUE,Resale,Strata,280,"12,607",-,Terrace House,1,103 yrs lease commencing from 2008,11,Core Central Region,-
RIVERTREES RESIDENCES,"2,100,000","1,528.49","1,374",Feb-24,FERNVALE CLOSE,Resale,Strata,142,"14,789",-,Terrace House,1,99 yrs lease commencing from 2013,28,Outside Central Region,-
THE SHAUGHNESSY,"2,450,000","3,681.29",666,Feb-24,MILTONIA CLOSE,Resale,Strata,342,"7,164",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
BRIGHTON CREST,"3,380,000","2,884.75","1,172",Feb-24,BRIGHTON CRESCENT,Resale,Strata,268,"12,612",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
THE SHAUGHNESSY,"2,300,000","3,304.55",696,Feb-24,MILTONIA CLOSE,Resale,Strata,307,"7,492",-,Terrace House,1,99 yrs lease commencing from 2001,27,Outside Central Region,-
